Latitude (decimal degrees):	52.141
Longitude (decimal degrees):	-10.269
Elevation (m):	8
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200406:0911,61.85,88.08,26.99,9.55,6.97,0.0
20200406:1011,605.77,709.65,34.6,9.69,5.79,0.0
20200406:1111,767.35,907.93,40.48,9.97,6.21,0.0
20200406:1211,830.42,986.71,43.82,9.85,6.48,0.0
20200406:1311,820.47,974.77,43.98,10.23,6.69,0.0
20200406:1411,234.95,284.06,40.94,10.03,6.69,0.0
20200406:1511,647.31,757.39,35.27,9.95,6.55,0.0
20200406:1611,493.33,579.32,27.79,10.23,5.79,0.0
20200406:1711,277.23,341.57,19.24,10.28,5.45,0.0
20200406:1811,55.54,86.47,10.15,9.81,4.62,0.0
20200406:1911,0.0,0.0,0.0,9.04,3.24,0.0
20200406:2011,0.0,0.0,0.0,8.03,2.69,0.0
20200406:2111,0.0,0.0,0.0,7.56,3.03,0.0
20200406:2211,0.0,0.0,0.0,6.82,3.79,0.0
20200406:2311,0.0,0.0,0.0,6.71,3.66,0.0
20200407:0011,0.0,0.0,0.0,6.54,3.59,0.0
20200407:0111,0.0,0.0,0.0,6.61,3.59,0.0
20200407:0211,0.0,0.0,0.0,6.46,3.66,0.0
20200407:0311,0.0,0.0,0.0,6.61,3.79,0.0
20200407:0411,0.0,0.0,0.0,6.59,3.66,0.0
20200407:0511,0.0,0.0,0.0,6.4,3.59,0.0
20200407:0611,0.0,0.0,0.0,6.33,3.72,0.0
20200407:0711,63.7,105.44,9.59,7.0,4.28,0.0
20200407:0811,266.05,328.37,18.71,8.5,5.03,0.0
20200407:0911,409.8,479.93,27.35,9.5,6.55,0.0
20200407:1011,500.64,583.84,34.97,10.48,7.66,0.0
20200407:1111,692.38,814.13,40.87,11.27,7.86,0.0
20200407:1211,740.24,876.38,44.2,11.83,7.86,0.0
20200407:1311,712.15,841.05,44.35,12.11,8.41,0.0
20200407:1411,619.75,728.62,41.27,12.11,8.34,0.0
20200407:1511,302.38,361.27,35.57,12.04,7.86,0.0
20200407:1611,392.32,463.29,28.07,11.82,7.52,0.0
20200407:1711,264.62,326.75,19.49,11.37,6.9,0.0
20200407:1811,80.67,133.55,10.4,10.75,6.28,0.0
20200407:1911,0.0,0.0,0.0,10.13,5.52,0.0
20200407:2011,0.0,0.0,0.0,9.69,4.69,0.0
20200407:2111,0.0,0.0,0.0,9.47,4.34,0.0
20200407:2211,0.0,0.0,0.0,8.72,4.62,0.0
20200407:2311,0.0,0.0,0.0,8.22,4.97,0.0
20200408:0011,0.0,0.0,0.0,7.99,4.83,0.0
20200408:0111,0.0,0.0,0.0,7.81,4.34,0.0
20200408:0211,0.0,0.0,0.0,7.51,3.79,0.0
20200408:0311,0.0,0.0,0.0,7.08,3.38,0.0
20200408:0411,0.0,0.0,0.0,7.2,3.31,0.0
20200408:0511,0.0,0.0,0.0,6.91,3.31,0.0
20200408:0611,0.0,0.0,0.0,6.4,3.24,0.0
20200408:0711,69.16,116.38,9.93,6.7,3.45,0.0
20200408:0811,283.06,350.24,19.05,7.77,2.97,0.0
20200408:0911,484.32,575.64,27.7,8.84,2.69,0.0
20200408:1011,655.78,793.24,35.34,10.59,2.69,0.0
20200408:1111,770.81,956.1,41.24,11.87,2.55,0.0
20200408:1211,818.65,1031.78,44.59,12.47,2.34,0.0
20200408:1311,798.11,1009.71,44.72,12.83,2.07,0.0
20200408:1411,553.41,682.42,41.61,13.26,1.66,0.0
20200408:1511,418.27,510.6,35.87,13.19,1.59,0.0
20200408:1611,396.32,481.3,28.34,12.69,2.0,0.0
20200408:1711,211.83,267.39,19.75,11.8,2.07,0.0
20200408:1811,66.32,104.09,10.65,10.94,1.66,0.0
20200408:1911,0.0,0.87,1.48,9.78,1.17,0.0
20200408:2011,0.0,0.0,0.0,8.48,1.45,0.0
20200408:2111,0.0,0.0,0.0,8.11,1.52,0.0
20200408:2211,0.0,0.0,0.0,7.5,0.28,0.0
20200408:2311,0.0,0.0,0.0,7.52,0.21,0.0
20200409:0011,0.0,0.0,0.0,7.09,0.07,0.0
20200409:0111,0.0,0.0,0.0,6.46,0.62,0.0
20200409:0211,0.0,0.0,0.0,6.53,0.83,0.0
20200409:0311,0.0,0.0,0.0,6.75,1.17,0.0
20200409:0411,0.0,0.0,0.0,7.1,1.38,0.0
20200409:0511,0.0,0.0,0.0,7.01,1.72,0.0
20200409:0611,0.0,0.0,0.0,6.74,2.14,0.0
20200409:0711,37.36,59.28,10.27,6.73,2.14,0.0
20200409:0811,160.23,201.86,19.39,7.43,2.28,0.0
20200409:0911,264.43,318.59,28.05,9.13,2.62,0.0
20200409:1011,359.09,432.49,35.7,11.14,2.21,0.0
20200409:1111,323.97,395.26,41.62,12.46,1.86,0.0
20200409:1211,423.64,520.36,44.96,13.9,1.66,0.0
20200409:1311,280.53,347.08,45.08,14.53,2.21,0.0
20200409:1411,252.97,314.76,41.94,14.6,2.0,0.0
20200409:1511,231.61,289.69,36.17,14.58,1.59,0.0
20200409:1611,165.61,211.97,28.61,14.21,1.52,0.0
20200409:1711,27.31,47.28,20.01,13.73,1.24,0.0
20200409:1811,53.82,83.97,10.9,12.98,0.83,0.0
20200409:1911,0.0,0.87,1.73,12.17,0.48,0.0
20200409:2011,0.0,0.0,0.0,11.11,1.24,0.0
20200409:2111,0.0,0.0,0.0,10.57,1.72,0.0
20200409:2211,0.0,0.0,0.0,10.85,2.21,0.0
20200409:2311,0.0,0.0,0.0,10.57,2.34,0.0
20200410:0011,0.0,0.0,0.0,10.27,2.34,0.0
20200410:0111,0.0,0.0,0.0,10.06,2.41,0.0
20200410:0211,0.0,0.0,0.0,9.87,2.34,0.0
20200410:0311,0.0,0.0,0.0,9.7,2.07,0.0
20200410:0411,0.0,0.0,0.0,9.65,1.86,0.0
20200410:0511,0.0,0.0,0.0,9.61,1.86,0.0
20200410:0611,0.0,1.75,1.45,9.54,1.79,0.0
20200410:0711,29.87,50.03,10.6,9.51,1.72,0.0
20200410:0811,67.96,95.85,19.73,10.03,1.59,0.0
20200410:0911,76.78,106.62,28.4,11.1,1.45,0.0
20200410:1011,133.23,173.0,36.06,12.05,1.1,0.0
20200410:1111,133.0,173.37,42.0,12.93,1.24,0.0
20200410:1211,146.65,190.06,45.34,14.19,1.72,0.0
20200410:1311,137.02,178.93,45.44,14.52,1.93,0.0
20200410:1411,110.56,147.41,42.27,13.76,2.0,0.0
20200410:1511,75.92,106.62,36.47,13.44,1.59,0.0
20200410:1611,75.13,105.69,28.88,13.29,1.17,0.0
20200410:1711,98.13,132.94,20.26,12.97,1.17,0.0
20200410:1811,9.17,22.25,11.15,12.62,1.45,0.0
20200410:1911,0.0,0.87,1.99,12.24,1.72,0.0
20200410:2011,0.0,0.0,0.0,11.59,1.72,0.0
20200410:2111,0.0,0.0,0.0,10.59,1.31,0.0
20200410:2211,0.0,0.0,0.0,10.25,1.24,0.0
20200410:2311,0.0,0.0,0.0,9.92,1.38,0.0
20200411:0011,0.0,0.0,0.0,9.91,1.17,0.0
20200411:0111,0.0,0.0,0.0,10.28,0.97,0.0
20200411:0211,0.0,0.0,0.0,9.57,0.9,0.0
20200411:0311,0.0,0.0,0.0,9.01,1.38,0.0
20200411:0411,0.0,0.0,0.0,9.24,1.72,0.0
20200411:0511,0.0,0.0,0.0,9.18,2.28,0.0
20200411:0611,0.0,2.62,1.79,9.47,1.72,0.0
20200411:0711,72.73,116.33,10.94,9.47,0.9,0.0
20200411:0811,256.92,324.19,20.07,10.08,0.55,0.0
20200411:0911,170.9,214.28,28.74,10.58,2.21,0.0
20200411:1011,379.62,455.42,36.42,10.91,2.55,0.0
20200411:1111,600.35,734.87,42.37,11.35,1.86,0.0
20200411:1211,814.2,1027.2,45.72,12.05,2.14,0.0
20200411:1311,820.48,1028.78,45.8,12.52,2.69,0.0
20200411:1411,742.59,914.88,42.6,13.02,3.24,0.0
20200411:1511,645.48,779.83,36.76,12.62,3.72,0.0
20200411:1611,500.39,600.05,29.15,11.82,3.38,0.0
20200411:1711,291.9,363.83,20.51,11.14,2.83,0.0
20200411:1811,79.6,126.42,11.39,10.72,2.62,0.0
20200411:1911,0.0,0.87,2.23,9.98,2.48,0.0
20200411:2011,0.0,0.0,0.0,9.92,2.55,0.0
20200411:2111,0.0,0.0,0.0,9.61,2.97,0.0
20200411:2211,0.0,0.0,0.0,9.64,3.66,0.0
20200411:2311,0.0,0.0,0.0,9.6,4.21,0.0
20200412:0011,0.0,0.0,0.0,9.52,4.76,0.0
20200412:0111,0.0,0.0,0.0,9.26,5.17,0.0
20200412:0211,0.0,0.0,0.0,8.94,5.17,0.0
20200412:0311,0.0,0.0,0.0,8.64,4.97,0.0
20200412:0411,0.0,0.0,0.0,8.48,4.69,0.0
20200412:0511,0.0,0.0,0.0,8.11,3.31,0.0
20200412:0611,0.0,1.75,2.12,7.8,1.66,0.0
20200412:0711,9.42,22.25,11.27,7.78,0.34,0.0
20200412:0811,58.25,83.44,20.4,7.37,1.72,0.0
20200412:0911,173.07,213.56,29.09,7.67,3.1,0.0
20200412:1011,493.92,577.95,36.78,7.92,4.14,0.0
20200412:1111,440.9,515.8,42.74,8.44,5.24,0.0
20200412:1211,438.6,511.66,46.09,8.99,7.17,0.0
20200412:1311,177.82,218.47,46.16,8.7,8.62,0.0
20200412:1411,47.2,70.46,42.93,8.56,9.24,0.0
20200412:1511,77.48,105.69,37.06,8.63,9.24,0.0
20200412:1611,64.61,90.86,29.42,8.54,8.9,0.0
20200412:1711,124.0,158.94,20.76,8.75,8.97,0.0
20200412:1811,26.61,45.43,11.64,9.06,9.59,0.0
20200412:1911,0.0,1.75,2.48,9.12,9.59,0.0
20200412:2011,0.0,0.0,0.0,9.01,9.45,0.0
20200412:2111,0.0,0.0,0.0,8.75,9.31,0.0
20200412:2211,0.0,0.0,0.0,8.72,8.76,0.0
20200412:2311,0.0,0.0,0.0,8.35,8.34,0.0
20200413:0011,0.0,0.0,0.0,8.03,7.79,0.0
20200413:0111,0.0,0.0,0.0,7.81,7.79,0.0
20200413:0211,0.0,0.0,0.0,7.82,7.72,0.0
20200413:0311,0.0,0.0,0.0,7.78,7.52,0.0
20200413:0411,0.0,0.0,0.0,7.84,7.38,0.0
20200413:0511,0.0,0.0,0.0,7.73,7.24,0.0
20200413:0611,1.33,8.74,2.45,7.49,7.45,0.0
20200413:0711,82.89,130.36,11.59,7.75,7.66,0.0
20200413:0811,270.54,329.36,20.73,8.51,7.72,0.0
20200413:0911,422.23,491.1,29.43,9.23,8.28,0.0
20200413:1011,608.18,710.67,37.13,10.48,7.24,0.0
20200413:1111,788.67,939.45,43.1,11.51,6.62,0.0
20200413:1211,798.81,958.38,46.46,12.15,6.48,0.0
20200413:1311,819.64,997.49,46.51,12.84,5.31,0.0
20200413:1411,741.13,902.81,43.25,13.35,4.48,0.0
20200413:1511,656.86,792.47,37.35,13.74,4.69,0.0
20200413:1611,502.65,603.14,29.68,13.62,4.69,0.0
20200413:1711,289.75,362.41,21.01,13.44,4.55,0.0
20200413:1811,88.42,145.86,11.88,12.94,4.62,0.0
20200413:1911,2.13,10.49,2.73,11.98,4.34,0.0
20200413:2011,0.0,0.0,0.0,10.78,3.79,0.0
20200413:2111,0.0,0.0,0.0,9.95,3.59,0.0
20200413:2211,0.0,0.0,0.0,8.2,3.45,0.0
20200413:2311,0.0,0.0,0.0,7.3,2.62,0.0
20200414:0011,0.0,0.0,0.0,6.66,2.48,0.0
20200414:0111,0.0,0.0,0.0,6.35,2.69,0.0
20200414:0211,0.0,0.0,0.0,7.44,2.62,0.0
20200414:0311,0.0,0.0,0.0,6.62,2.48,0.0
20200414:0411,0.0,0.0,0.0,5.48,1.93,0.0
20200414:0511,0.0,0.0,0.0,5.05,1.59,0.0
20200414:0611,2.73,11.37,2.78,4.46,1.93,0.0
20200414:0711,90.72,146.12,11.92,5.56,1.86,0.0
20200414:0811,287.55,354.15,21.06,7.12,1.52,0.0
20200414:0911,488.0,586.95,29.76,8.83,1.45,0.0
20200414:1011,658.76,808.98,37.48,9.68,1.38,0.0
20200414:1111,781.1,992.01,43.46,10.83,1.17,0.0
20200414:1211,812.87,1059.78,46.82,11.56,0.69,0.0
20200414:1311,785.1,1021.13,46.86,11.89,0.62,0.0
20200414:1411,735.76,937.73,43.57,12.11,0.97,0.0
20200414:1511,644.37,801.1,37.63,12.16,1.31,0.0
20200414:1611,503.69,614.92,29.95,12.16,1.66,0.0
20200414:1711,300.44,376.69,21.26,11.82,2.07,0.0
20200414:1811,91.94,151.62,12.12,11.22,2.34,0.0
20200414:1911,3.57,13.12,2.98,10.67,2.14,0.0
20200414:2011,0.0,0.0,0.0,9.58,2.48,0.0
20200414:2111,0.0,0.0,0.0,8.74,2.62,0.0
20200414:2211,0.0,0.0,0.0,8.57,2.14,0.0
20200414:2311,0.0,0.0,0.0,8.44,2.14,0.0
20200415:0011,0.0,0.0,0.0,7.99,2.0,0.0
20200415:0111,0.0,0.0,0.0,6.2,1.79,0.0
20200415:0211,0.0,0.0,0.0,5.72,2.0,0.0
20200415:0311,0.0,0.0,0.0,4.97,2.0,0.0
20200415:0411,0.0,0.0,0.0,4.68,1.66,0.0
20200415:0511,0.0,0.0,0.0,4.24,1.59,0.0
20200415:0611,4.79,14.87,3.1,3.82,1.72,0.0
20200415:0711,94.28,148.74,12.24,3.97,2.28,0.0
20200415:0811,306.44,372.4,21.38,5.34,2.34,0.0
20200415:0911,480.72,570.63,30.1,7.63,2.14,0.0
20200415:1011,617.21,752.17,37.83,9.74,1.59,0.0
20200415:1111,746.65,933.0,43.82,11.31,1.79,0.0
20200415:1211,804.44,1014.98,47.19,12.44,2.21,0.0
20200415:1311,766.74,958.47,47.21,13.37,2.76,0.0
20200415:1411,714.3,887.42,43.89,14.02,2.83,0.0
20200415:1511,608.92,747.17,37.92,14.44,2.9,0.0
20200415:1611,492.72,600.78,30.21,14.67,3.03,0.0
20200415:1711,290.16,366.01,21.5,14.44,3.24,0.0
20200415:1811,91.07,149.69,12.36,14.05,3.1,0.0
20200415:1911,4.51,14.87,3.22,13.35,2.97,0.0
20200415:2011,0.0,0.0,0.0,10.62,3.1,0.0
20200415:2111,0.0,0.0,0.0,10.1,3.38,0.0
20200415:2211,0.0,0.0,0.0,9.33,3.38,0.0
20200415:2311,0.0,0.0,0.0,8.85,3.17,0.0
20200416:0011,0.0,0.0,0.0,8.35,3.03,0.0
20200416:0111,0.0,0.0,0.0,8.08,3.31,0.0
20200416:0211,0.0,0.0,0.0,7.51,3.38,0.0
20200416:0311,0.0,0.0,0.0,6.7,3.45,0.0
20200416:0411,0.0,0.0,0.0,6.73,3.38,0.0
20200416:0511,0.0,0.0,0.0,6.57,3.17,0.0
20200416:0611,2.22,10.49,3.42,6.63,3.93,0.0
20200416:0711,93.36,146.04,12.56,7.13,4.83,0.0
20200416:0811,295.53,360.05,21.7,8.33,5.03,0.0
20200416:0911,459.78,541.13,30.42,9.68,4.9,0.0
20200416:1011,663.9,794.46,38.17,11.4,4.34,0.0
20200416:1111,757.22,924.05,44.18,12.85,4.21,0.0
20200416:1211,832.33,1025.77,47.55,13.83,4.69,0.0
20200416:1311,704.19,859.45,47.56,14.56,4.9,0.0
20200416:1411,675.45,822.91,44.21,14.9,4.83,0.0
20200416:1511,404.26,489.29,38.2,15.2,4.62,0.0
20200416:1611,86.51,119.6,30.47,15.3,4.41,0.0
20200416:1711,86.23,119.26,21.75,15.14,4.41,0.0
20200416:1811,50.83,78.24,12.6,14.91,4.69,0.0
20200416:1911,3.98,13.99,3.47,14.1,4.76,0.0
20200416:2011,0.0,0.0,0.0,13.1,4.34,0.0
20200416:2111,0.0,0.0,0.0,11.95,3.79,0.0
20200416:2211,0.0,0.0,0.0,11.33,3.31,0.0
20200416:2311,0.0,0.0,0.0,10.95,3.1,0.0
20200417:0011,0.0,0.0,0.0,10.68,3.1,0.0
20200417:0111,0.0,0.0,0.0,10.31,3.31,0.0
20200417:0211,0.0,0.0,0.0,9.86,3.17,0.0
20200417:0311,0.0,0.0,0.0,9.62,2.9,0.0
20200417:0411,0.0,0.0,0.0,9.14,2.76,0.0
20200417:0511,0.0,0.0,0.0,9.51,2.55,0.0
20200417:0611,5.15,15.74,3.74,9.35,2.62,0.0
20200417:0711,64.1,94.12,12.87,9.95,2.83,0.0
20200417:0811,140.82,180.67,22.02,10.68,3.1,0.0
20200417:0911,475.83,570.88,30.75,11.11,2.76,0.0
20200417:1011,588.67,719.77,38.51,12.04,1.93,0.0
20200417:1111,732.2,912.16,44.54,13.04,2.34,0.0
20200417:1211,731.9,916.06,47.91,14.24,2.62,0.0
20200417:1311,262.12,324.15,47.9,14.63,3.38,0.0
20200417:1411,182.96,231.02,44.52,14.01,3.79,0.0
20200417:1511,42.99,66.75,38.49,13.05,3.52,0.0
20200417:1611,45.51,69.53,30.72,11.89,3.17,0.0
20200417:1711,28.37,48.21,21.99,11.68,3.38,0.0
20200417:1811,6.23,17.62,12.84,11.62,4.14,0.0
20200417:1911,0.0,2.62,3.71,11.46,4.34,0.0
20200417:2011,0.0,0.0,0.0,11.28,3.86,0.0
20200417:2111,0.0,0.0,0.0,10.83,3.52,0.0
20200417:2211,0.0,0.0,0.0,10.51,2.0,0.0
20200417:2311,0.0,0.0,0.0,10.49,2.0,0.0
20200418:0011,0.0,0.0,0.0,10.47,2.76,0.0
20200418:0111,0.0,0.0,0.0,10.39,3.24,0.0
20200418:0211,0.0,0.0,0.0,10.42,3.52,0.0
20200418:0311,0.0,0.0,0.0,10.61,3.31,0.0
20200418:0411,0.0,0.0,0.0,10.6,2.76,0.0
20200418:0511,0.0,0.0,0.0,10.72,2.34,0.0
20200418:0611,0.0,3.5,4.05,10.73,2.41,0.0
20200418:0711,66.4,97.48,13.18,10.73,2.9,0.0
20200418:0811,141.47,181.03,22.33,10.58,3.86,0.0
20200418:0911,99.75,132.58,31.07,10.69,4.41,0.0
20200418:1011,139.94,178.93,38.85,11.04,3.79,0.0
20200418:1111,242.42,296.3,44.89,11.52,4.0,0.0
20200418:1211,538.85,649.82,48.26,12.58,3.72,0.0
20200418:1311,523.01,634.56,48.24,13.0,3.1,0.0
20200418:1411,184.0,231.93,44.83,13.17,2.83,0.0
20200418:1511,322.31,391.3,38.76,13.01,3.1,0.0
20200418:1611,139.31,179.72,30.98,13.02,3.45,0.0
20200418:1711,125.33,163.74,22.23,12.32,3.24,0.0
20200418:1811,52.46,79.12,13.08,12.14,3.59,0.0
20200418:1911,0.0,3.5,3.95,11.62,4.07,0.0
20200418:2011,0.0,0.0,0.0,11.0,4.14,0.0
20200418:2111,0.0,0.0,0.0,10.61,4.21,0.0
20200418:2211,0.0,0.0,0.0,10.15,2.9,0.0
20200418:2311,0.0,0.0,0.0,9.74,3.45,0.0
20200419:0011,0.0,0.0,0.0,9.58,3.72,0.0
20200419:0111,0.0,0.0,0.0,9.41,3.72,0.0
20200419:0211,0.0,0.0,0.0,9.1,3.52,0.0
20200419:0311,0.0,0.0,0.0,9.1,3.31,0.0
20200419:0411,0.0,0.0,0.0,9.61,3.31,0.0
20200419:0511,0.0,0.0,0.0,9.9,3.52,0.0
20200419:0611,7.89,20.11,4.36,10.03,4.0,0.0
20200419:0711,74.42,107.74,13.49,10.26,4.55,0.0
20200419:0811,171.41,215.37,22.64,10.78,5.38,0.0
20200419:0911,209.87,257.79,31.39,11.48,5.31,0.0
20200419:1011,100.86,134.43,39.18,11.88,5.03,0.0
20200419:1111,174.4,219.32,45.23,12.56,4.76,0.0
20200419:1211,281.22,342.07,48.61,12.71,4.76,0.0
20200419:1311,419.97,504.53,48.58,13.28,4.9,0.0
20200419:1411,543.49,652.0,45.14,13.62,5.17,0.0
20200419:1511,151.17,193.32,39.04,13.58,5.45,0.0
20200419:1611,136.87,176.47,31.23,13.14,5.52,0.0
20200419:1711,75.88,105.93,22.47,12.97,5.66,0.0
20200419:1811,51.16,77.33,13.31,12.49,5.52,0.0
20200419:1911,0.88,7.87,4.19,11.98,5.03,0.0
20200419:2011,0.0,0.0,0.0,11.49,5.31,0.0
20200419:2111,0.0,0.0,0.0,11.12,5.17,0.0
20200419:2211,0.0,0.0,0.0,10.09,3.66,0.0
20200419:2311,0.0,0.0,0.0,9.73,3.31,0.0
20200420:0011,0.0,0.0,0.0,9.44,3.31,0.0
20200420:0111,0.0,0.0,0.0,9.33,3.24,0.0
20200420:0211,0.0,0.0,0.0,8.92,3.52,0.0
20200420:0311,0.0,0.0,0.0,8.63,3.1,0.0
20200420:0411,0.0,0.0,0.0,8.01,2.62,0.0
20200420:0511,0.0,0.0,0.0,7.59,2.76,0.0
20200420:0611,10.98,24.48,4.67,7.56,3.1,0.0
20200420:0711,103.91,161.19,13.79,8.76,3.59,0.0
20200420:0811,322.26,397.64,22.95,10.72,3.59,0.0
20200420:0911,516.88,618.8,31.71,12.15,3.93,0.0
20200420:1011,654.69,795.25,39.51,12.93,3.45,0.0
20200420:1111,744.62,915.03,45.58,13.89,3.93,0.0
20200420:1211,638.88,782.91,48.96,14.54,3.79,0.0
20200420:1311,525.51,639.2,48.91,14.67,3.93,0.0
20200420:1411,449.16,543.34,45.44,14.86,4.62,0.0
20200420:1511,463.97,560.95,39.32,15.09,4.48,0.0
20200420:1611,359.14,436.92,31.48,14.94,3.86,0.0
20200420:1711,83.64,116.13,22.7,14.83,3.52,0.0
20200420:1811,88.38,135.24,13.55,14.64,3.52,0.0
20200420:1911,9.43,22.74,4.43,13.86,3.38,0.0
20200420:2011,0.0,0.0,0.0,12.41,3.45,0.0
20200420:2111,0.0,0.0,0.0,11.11,3.79,0.0
20200420:2211,0.0,0.0,0.0,10.55,3.72,0.0
20200420:2311,0.0,0.0,0.0,9.98,3.66,0.0
20200421:0011,0.0,0.0,0.0,9.26,3.66,0.0
20200421:0111,0.0,0.0,0.0,8.55,3.45,0.0
20200421:0211,0.0,0.0,0.0,7.95,3.31,0.0
20200421:0311,0.0,0.0,0.0,7.25,3.17,0.0
20200421:0411,0.0,0.0,0.0,6.77,3.24,0.0
20200421:0511,0.0,0.0,0.0,6.66,3.38,0.0
20200421:0611,12.28,26.23,4.97,6.57,3.72,0.0
20200421:0711,108.77,168.26,14.09,7.37,4.28,0.0
20200421:0811,281.93,343.16,23.25,8.59,4.28,0.0
20200421:0911,458.88,542.88,32.02,9.39,3.66,0.0
20200421:1011,615.23,739.65,39.83,10.52,3.03,0.0
20200421:1111,486.14,583.91,45.92,11.44,3.17,0.0
20200421:1211,374.04,452.0,49.31,12.14,3.1,0.0
20200421:1311,305.83,372.71,49.25,12.74,3.17,0.0
20200421:1411,250.1,309.15,45.75,13.3,2.55,0.0
20200421:1511,227.1,282.6,39.59,13.47,2.21,0.0
20200421:1611,200.59,250.32,31.73,12.61,2.48,0.0
20200421:1711,159.94,204.58,22.94,12.48,2.83,0.0
20200421:1811,42.79,66.59,13.78,12.39,2.69,0.0
20200421:1911,0.0,4.37,4.67,12.13,2.48,0.0
20200421:2011,0.0,0.0,0.0,12.01,2.14,0.0
20200421:2111,0.0,0.0,0.0,11.89,2.41,0.0
20200421:2211,0.0,0.0,0.0,11.73,2.55,0.0
20200421:2311,0.0,0.0,0.0,11.73,2.9,0.0
20200422:0011,0.0,0.0,0.0,11.39,2.97,0.0
20200422:0111,0.0,0.0,0.0,10.82,3.03,0.0
20200422:0211,0.0,0.0,0.0,10.32,3.03,0.0
20200422:0311,0.0,0.0,0.0,9.44,2.62,0.0
20200422:0411,0.0,0.0,0.0,8.95,2.41,0.0
20200422:0511,0.0,0.0,0.0,8.57,2.62,0.0
20200422:0611,12.15,26.23,5.27,8.43,2.62,0.0
20200422:0711,71.55,102.07,14.39,9.58,3.17,0.0
20200422:0811,231.56,286.57,23.55,10.64,3.45,0.0
20200422:0911,325.05,391.59,32.32,11.92,3.66,0.0
20200422:1011,358.3,433.73,40.15,12.7,2.9,0.0
20200422:1111,197.9,248.16,46.25,13.47,3.17,0.0
20200422:1211,736.42,910.49,49.65,14.05,3.59,0.0
20200422:1311,779.61,969.68,49.57,14.48,3.66,0.0
20200422:1411,434.62,528.82,46.05,14.82,3.59,0.0
20200422:1511,505.18,613.91,39.86,14.97,3.66,0.0
20200422:1611,475.04,576.08,31.98,14.79,3.79,0.0
20200422:1711,213.16,269.55,23.17,14.42,3.86,0.0
20200422:1811,44.0,68.43,14.01,13.92,3.72,0.0
20200422:1911,0.0,3.5,4.9,13.34,3.66,0.0
20200422:2011,0.0,0.0,0.0,12.5,3.17,0.0
20200422:2111,0.0,0.0,0.0,11.41,2.83,0.0
20200422:2211,0.0,0.0,0.0,11.41,2.55,0.0
20200422:2311,0.0,0.0,0.0,10.92,2.55,0.0
20200423:0011,0.0,0.0,0.0,10.45,2.0,0.0
20200423:0111,0.0,0.0,0.0,10.08,1.59,0.0
20200423:0211,0.0,0.0,0.0,9.59,1.52,0.0
20200423:0311,0.0,0.0,0.0,9.17,1.86,0.0
20200423:0411,0.0,0.0,0.0,8.84,1.86,0.0
20200423:0511,0.0,0.0,0.0,9.05,1.59,0.0
20200423:0611,14.59,29.73,5.57,9.25,1.45,0.0
20200423:0711,94.24,135.65,14.68,10.18,1.38,0.0
20200423:0811,270.98,338.73,23.84,11.51,1.24,0.0
20200423:0911,435.61,532.0,32.62,12.86,1.59,0.0
20200423:1011,533.44,660.56,40.47,13.76,1.31,0.0
20200423:1111,647.63,812.89,46.58,14.31,1.66,0.0
20200423:1211,440.6,544.35,49.99,15.18,1.93,0.0
20200423:1311,312.08,387.18,49.9,15.7,2.21,0.0
20200423:1411,127.16,167.81,46.34,15.48,2.62,0.0
20200423:1511,214.92,269.12,40.12,14.64,2.97,0.0
20200423:1611,200.09,250.74,32.22,13.93,3.1,0.0
20200423:1711,149.82,193.5,23.41,13.47,2.69,0.0
20200423:1811,94.03,141.89,14.24,12.87,2.48,0.0
20200423:1911,11.29,25.36,5.14,12.26,1.93,0.0
20200423:2011,0.0,0.0,0.0,11.85,1.59,0.0
20200423:2111,0.0,0.0,0.0,11.23,1.72,0.0
20200423:2211,0.0,0.0,0.0,11.13,1.31,0.0
20200423:2311,0.0,0.0,0.0,10.83,1.45,0.0
20200424:0011,0.0,0.0,0.0,10.55,1.17,0.0
20200424:0111,0.0,0.0,0.0,10.25,1.31,0.0
20200424:0211,0.0,0.0,0.0,9.88,1.79,0.0
20200424:0311,0.0,0.0,0.0,9.58,1.59,0.0
20200424:0411,0.0,0.0,0.0,9.63,1.1,0.0
20200424:0511,0.0,0.0,0.0,9.78,0.48,0.0
20200424:0611,14.54,29.73,5.86,9.67,0.07,0.0
20200424:0711,110.94,169.77,14.97,10.02,0.76,0.0
20200424:0811,303.81,379.5,24.13,10.99,1.03,0.0
20200424:0911,486.76,595.8,32.92,11.73,1.1,0.0
20200424:1011,614.56,762.58,40.78,12.08,1.17,0.0
20200424:1111,737.74,939.38,46.91,13.1,1.24,0.0
20200424:1211,798.03,1022.99,50.32,14.14,1.79,0.0
20200424:1311,803.24,1026.07,50.22,15.07,2.28,0.0
20200424:1411,731.56,912.97,46.64,14.82,2.9,0.0
20200424:1511,498.88,606.5,40.39,14.58,3.31,0.0
20200424:1611,144.09,185.98,32.46,13.81,3.17,0.0
20200424:1711,70.63,100.13,23.64,13.36,2.97,0.0
20200424:1811,67.73,98.9,14.46,13.14,2.55,0.0
20200424:1911,4.53,14.87,5.37,12.54,2.34,0.0
20200424:2011,0.0,0.0,0.0,12.04,2.14,0.0
20200424:2111,0.0,0.0,0.0,11.29,2.34,0.0
20200424:2211,0.0,0.0,0.0,10.17,1.59,0.0
